"module name","version","license","repository"
"react-navigation","4.4.1","MIT","https://github.com/react-navigation/react-navigation"
"react-refresh","0.4.3","MIT","https://github.com/facebook/react"
"react-shallow-renderer","16.15.0","MIT","https://github.com/NMinhNguyen/react-shallow-renderer"
"react","18.2.0","MIT","https://github.com/facebook/react"
"readable-stream","1.1.14","MIT","https://github.com/isaacs/readable-stream"
"readable-stream","2.3.7","MIT","https://github.com/nodejs/readable-stream"
"readable-stream","3.6.0","MIT","https://github.com/nodejs/readable-stream"
"readline","1.3.0","BSD*","https://github.com/maleck13/readline"
"recast","0.20.5","MIT","https://github.com/benjamn/recast"
"rechoir","0.7.1","MIT","https://github.com/gulpjs/rechoir"
"recursive-fs","2.1.0","MIT","https://github.com/simov/recursive-fs"
"regenerate-unicode-properties","10.1.0","MIT","https://github.com/mathiasbynens/regenerate-unicode-properties"
"regenerate","1.4.2","MIT","https://github.com/mathiasbynens/regenerate"
"regenerator-runtime","0.13.9","MIT","https://github.com/facebook/regenerator/tree/master/packages/runtime"
"regenerator-transform","0.15.0","MIT","https://github.com/facebook/regenerator/tree/master/packages/transform"
"regex-not","1.0.2","MIT","https://github.com/jonschlinkert/regex-not"
"regexpu-core","5.2.1","MIT","https://github.com/mathiasbynens/regexpu-core"
"regjsgen","0.7.1","MIT","https://github.com/bnjmnt4n/regjsgen"
"regjsparser","0.9.1","BSD-2-Clause","https://github.com/jviereck/regjsparser"
"repeat-element","1.1.4","MIT","https://github.com/jonschlinkert/repeat-element"
"repeat-string","1.6.1","MIT","https://github.com/jonschlinkert/repeat-string"
"require-directory","2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-main-filename","2.0.0","ISC","https://github.com/yargs/require-main-filename"
"require-resolve","0.0.2","MIT","https://github.com/qiu8310/require-resolve"
"requires-port","1.0.0","MIT","https://github.com/unshiftio/requires-port"
"resolve-cwd","3.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-dir","1.0.1","MIT","https://github.com/jonschlinkert/resolve-dir"
"resolve-from","3.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-from","5.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-url","0.2.1","MIT","https://github.com/lydell/resolve-url"
"resolve","1.22.0","MIT","https://github.com/browserify/resolve"
"restore-cursor","3.1.0","MIT","https://github.com/sindresorhus/restore-cursor"
"ret","0.1.15","MIT","https://github.com/fent/ret.js"
"reusify","1.0.4","MIT","https://github.com/mcollina/reusify"
"rimraf","2.2.8","MIT","https://github.com/isaacs/rimraf"
"rimraf","2.6.3","ISC","https://github.com/isaacs/rimraf"
"rimraf","2.7.1","ISC","https://github.com/isaacs/rimraf"
"rimraf","3.0.2","ISC","https://github.com/isaacs/rimraf"
"rollup-plugin-clear","2.0.7","ISC","https://github.com/DongShelton/rollup-plugin-clear"
"rollup-plugin-copy","3.4.0","MIT","https://github.com/vladshcherbin/rollup-plugin-copy"
"rollup-plugin-esbuild","4.5.0","MIT","https://github.com/egoist/rollup-plugin-esbuild"
"rollup-plugin-import-css","3.0.3","MIT","https://github.com/jleeson/rollup-plugin-import-css"
"rollup-plugin-inject","3.0.2","MIT","https://github.com/rollup/rollup-plugin-inject"
"rollup-plugin-node-polyfills","0.2.1","MIT","https://github.com/ionic-team/rollup-plugin-node-polyfills"
"rollup-pluginutils","2.8.2","MIT","https://github.com/rollup/rollup-pluginutils"
"rollup","2.79.1","MIT","https://github.com/rollup/rollup"
"run-async","2.4.1","MIT","https://github.com/SBoudrias/run-async"
"run-parallel","1.2.0","MIT","https://github.com/feross/run-parallel"
"rxjs","7.5.6","Apache-2.0","https://github.com/reactivex/rxjs"
"safe-buffer","5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer","5.2.1","MIT","https://github.com/feross/safe-buffer"
"safe-regex","1.1.0","MIT","https://github.com/substack/safe-regex"
"safer-buffer","2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"scheduler","0.22.0","MIT","https://github.com/facebook/react"
"scheduler","0.23.0","MIT","https://github.com/facebook/react"
"schema-utils","2.7.1","MIT","https://github.com/webpack/schema-utils"
"schema-utils","3.1.1","MIT","https://github.com/webpack/schema-utils"
"semver","5.7.1","ISC","https://github.com/npm/node-semver"
"semver","6.3.0","ISC","https://github.com/npm/node-semver"
"semver","7.3.5","ISC","https://github.com/npm/node-semver"
"send","0.18.0","MIT","https://github.com/pillarjs/send"
"serialize-error","2.1.0","MIT","https://github.com/sindresorhus/serialize-error"
"serialize-javascript","6.0.0","BSD-3-Clause","https://github.com/yahoo/serialize-javascript"
"serve-static","1.15.0","MIT","https://github.com/expressjs/serve-static"
"set-blocking","2.0.0","ISC","https://github.com/yargs/set-blocking"
"set-value","2.0.1","MIT","https://github.com/jonschlinkert/set-value"
"setimmediate","1.0.5","MIT","https://github.com/YuzuJS/setImmediate"
"setprototypeof","1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shallow-clone","3.0.1","MIT","https://github.com/jonschlinkert/shallow-clone"
"shebang-command","1.2.0","MIT","https://github.com/kevva/shebang-command"
"shebang-command","2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex","1.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shebang-regex","3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shell-quote","1.7.4","MIT","https://github.com/ljharb/shell-quote"
"side-channel","1.0.4","MIT","https://github.com/ljharb/side-channel"
"signal-exit","3.0.7","ISC","https://github.com/tapjs/signal-exit"
"simple-plist","1.3.0","MIT","https://github.com/wollardj/simple-plist"
"simple-swizzle","0.2.2","MIT","https://github.com/qix-/node-simple-swizzle"
"sisteransi","1.0.5","MIT","https://github.com/terkelg/sisteransi"
"slash","3.0.0","MIT","https://github.com/sindresorhus/slash"
"slice-ansi","2.1.0","MIT","https://github.com/chalk/slice-ansi"
"smart-buffer","4.2.0","MIT","https://github.com/JoshGlazebrook/smart-buffer"
"snapdragon-node","2.1.1","MIT","https://github.com/jonschlinkert/snapdragon-node"
"snapdragon-util","3.0.1","MIT","https://github.com/jonschlinkert/snapdragon-util"
"snapdragon","0.8.2","MIT","https://github.com/jonschlinkert/snapdragon"
"socks-proxy-agent","5.0.1","MIT","https://github.com/TooTallNate/node-socks-proxy-agent"
"socks","2.6.2","MIT","https://github.com/JoshGlazebrook/socks"
"source-map-resolve","0.5.3","MIT","https://github.com/lydell/source-map-resolve"
"source-map-support","0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map-url","0.4.1","MIT","https://github.com/lydell/source-map-url"
"source-map","0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map","0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map","0.7.4","BSD-3-Clause","https://github.com/mozilla/source-map"
"sourcemap-codec","1.4.8","MIT","https://github.com/Rich-Harris/sourcemap-codec"
"split-on-first","1.1.0","MIT","https://github.com/sindresorhus/split-on-first"
"split-string","3.1.0","MIT","https://github.com/jonschlinkert/split-string"
"sprintf-js","1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"sprintf-js","1.1.2","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"stackframe","1.3.4","MIT","https://github.com/stacktracejs/stackframe"
"stacktrace-parser","0.1.10","MIT","https://github.com/errwischt/stacktrace-parser"
"static-extend","0.1.2","MIT","https://github.com/jonschlinkert/static-extend"
"statuses","1.5.0","MIT","https://github.com/jshttp/statuses"
"statuses","2.0.1","MIT","https://github.com/jshttp/statuses"
"stream-buffers","2.2.0","Unlicense","https://github.com/samcday/node-stream-buffer"
"strict-uri-encode","2.0.0","MIT","https://github.com/kevva/strict-uri-encode"
"string-width","4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string_decoder","0.10.31","MIT","https://github.com/rvagg/string_decoder"
"string_decoder","1.1.1","MIT","https://github.com/nodejs/string_decoder"
"string_decoder","1.3.0","MIT","https://github.com/nodejs/string_decoder"
"strip-ansi","3.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi","5.2.0","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi","6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-eof","1.0.0","MIT","https://github.com/sindresorhus/strip-eof"
"sudo-prompt","9.2.1","MIT","https://github.com/jorangreef/sudo-prompt"
"superagent-proxy","3.0.0","MIT","https://github.com/TooTallNate/superagent-proxy"
"superagent","5.1.0","MIT","https://github.com/visionmedia/superagent"
"superagent","6.1.0","MIT","https://github.com/visionmedia/superagent"
"supports-color","2.0.0","MIT","https://github.com/chalk/supports-color"
"supports-color","5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color","7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-color","8.1.1","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag","1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"tapable","2.2.1","MIT","https://github.com/webpack/tapable"
"temp","0.8.3","MIT","https://github.com/bruce/node-temp"
"temp","0.8.4","MIT","https://github.com/bruce/node-temp"
"terser-webpack-plugin","5.3.1","MIT","https://github.com/webpack-contrib/terser-webpack-plugin"
"terser","5.12.1","BSD-2-Clause","https://github.com/terser/terser"
"throat","5.0.0","MIT","https://github.com/ForbesLindesay/throat"
"through2","2.0.5","MIT","https://github.com/rvagg/through2"
"through","2.3.8","MIT","https://github.com/dominictarr/through"
"tmp","0.0.33","MIT","https://github.com/raszi/node-tmp"
"tmpl","1.0.5","BSD-3-Clause","https://github.com/daaku/nodejs-tmpl"
"to-fast-properties","2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-object-path","0.3.0","MIT","https://github.com/jonschlinkert/to-object-path"
"to-regex-range","2.1.1","MIT","https://github.com/micromatch/to-regex-range"
"to-regex-range","5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"to-regex","3.0.2","MIT","https://github.com/jonschlinkert/to-regex"
"toidentifier","1.0.1","MIT","https://github.com/component/toidentifier"
"tr46","0.0.3","MIT","https://github.com/Sebmaster/tr46.js"
"tslib","2.3.1","0BSD","https://github.com/Microsoft/tslib"
"type-check","0.3.2","MIT","https://github.com/gkz/type-check"
"type-fest","0.21.3","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-fest","0.7.1","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"ua-parser-js","0.7.31","MIT","https://github.com/faisalman/ua-parser-js"
"uglify-es","3.3.9","BSD-2-Clause","https://github.com/mishoo/UglifyJS2.git#harmony"
"unc-path-regex","0.1.2","MIT","https://github.com/regexhq/unc-path-regex"
"underscore.string","3.3.6","MIT","https://github.com/epeli/underscore.string"
"unicode-canonical-property-names-ecmascript","2.0.0","MIT","https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript"
"unicode-match-property-ecmascript","2.0.0","MIT","https://github.com/mathiasbynens/unicode-match-property-ecmascript"
"unicode-match-property-value-ecmascript","2.0.0","MIT","https://github.com/mathiasbynens/unicode-match-property-value-ecmascript"
"unicode-property-aliases-ecmascript","2.1.0","MIT","https://github.com/mathiasbynens/unicode-property-aliases-ecmascript"
"union-value","1.0.1","MIT","https://github.com/jonschlinkert/union-value"
"universalify","0.1.2","MIT","https://github.com/RyanZim/universalify"
"unpipe","1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unset-value","1.0.0","MIT","https://github.com/jonschlinkert/unset-value"
"update-browserslist-db","1.0.9","MIT","https://github.com/browserslist/update-db"
"uri-js","4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"urix","0.1.0","MIT","https://github.com/lydell/urix"
"url-parse","1.5.10","MIT","https://github.com/unshiftio/url-parse"
"use-sync-external-store","1.2.0","MIT","https://github.com/facebook/react"
"use","3.1.1","MIT","https://github.com/jonschlinkert/use"
"util-deprecate","1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"utils-merge","1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"uuid","7.0.3","MIT","https://github.com/uuidjs/uuid"
"v8flags","3.2.0","MIT","https://github.com/gulpjs/v8flags"
"vary","1.1.2","MIT","https://github.com/jshttp/vary"
"vlq","1.0.1","MIT","https://github.com/Rich-Harris/vlq"
"vm2","3.9.11","MIT","https://github.com/patriksimek/vm2"
"walker","1.0.8","Apache-2.0","https://github.com/daaku/nodejs-walker"
"watchpack","2.4.0","MIT","https://github.com/webpack/watchpack"
"wcwidth","1.0.1","MIT","https://github.com/timoxley/wcwidth"
"webidl-conversions","3.0.1","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"webpack-cli","4.10.0","MIT","https://github.com/webpack/webpack-cli"
"webpack-merge","5.8.0","MIT","https://github.com/survivejs/webpack-merge"
"webpack-sources","3.2.3","MIT","https://github.com/webpack/webpack-sources"
"webpack","5.76.1","MIT","https://github.com/webpack/webpack"
"whatwg-fetch","3.6.2","MIT","https://github.com/github/fetch"
"whatwg-url","5.0.0","MIT","https://github.com/jsdom/whatwg-url"
"which-module","2.0.0","ISC","https://github.com/nexdrew/which-module"
"which","1.3.1","ISC","https://github.com/isaacs/node-which"
"which","2.0.2","ISC","https://github.com/isaacs/node-which"
"wildcard","2.0.0","MIT","https://github.com/DamonOehlman/wildcard"
"word-wrap","1.2.3","MIT","https://github.com/jonschlinkert/word-wrap"
"wrap-ansi","6.2.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi","7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy","1.0.2","ISC","https://github.com/npm/wrappy"
"write-file-atomic","2.4.3","ISC","https://github.com/iarna/write-file-atomic"
"ws","6.2.2","MIT","https://github.com/websockets/ws"
"ws","7.5.9","MIT","https://github.com/websockets/ws"
"x-path","0.0.2","MIT","https://github.com/node-x-extras/x-path"
"xcode","3.0.1","Apache-2.0","https://github.com/apache/cordova-node-xcode"
"xmlbuilder","9.0.7","MIT","https://github.com/oozcitak/xmlbuilder-js"
"xregexp","2.0.0","MIT","https://github.com/slevithan/XRegExp"
"xtend","4.0.2","MIT","https://github.com/Raynos/xtend"
"y18n","4.0.3","ISC","https://github.com/yargs/y18n"
"y18n","5.0.8","ISC","https://github.com/yargs/y18n"
"yallist","3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist","4.0.0","ISC","https://github.com/isaacs/yallist"
"yargs-parser","18.1.3","ISC","https://github.com/yargs/yargs-parser"
"yargs-parser","20.2.9","ISC","https://github.com/yargs/yargs-parser"
"yargs","15.4.1","MIT","https://github.com/yargs/yargs"
"yargs","16.2.0","MIT","https://github.com/yargs/yargs"
"yazl","2.5.1","MIT","https://github.com/thejoshwolfe/yazl"
"yocto-queue","0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
